numero_UAI,dénomination_principale,Dénomination_complémentaire,code_postal_UAI,localité_acheminement,departement,nature_uai,libelle_court,nature libellé,Ministère tutelle ,UAIDTO,ACADCO
0451620S,S EDUC SPECIALE SOINS DOMICILE,SERV ACC FAMILIAL,45200,MONTARGIS,045,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Jun-02,18
0451621T,S EDUC SPECIALE SOINS DOMICILE,IME ANDRE NEULAT,45200,MONTARGIS,045,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Jun-02,18
0451622U,S EDUC SPECIALE SOINS DOMICILE,SERV SOUTIEN EDUC,45200,MONTARGIS,045,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Jun-02,18
0451623V,S EDUC SPECIALE SOINS DOMICILE,,45160,OLIVET,045,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Jun-02,18
0451625X,S EDUC SPECIALE SOINS DOMICILE,SERV SOUTIEN EDUC,45140,ST JEAN DE LA RUELLE,045,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Jun-02,18
0451626Y,S EDUC SPECIALE SOINS DOMICILE,LES CAPUCINS,45650,ST JEAN LE BLANC,045,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Jun-02,18
0451642R,S EDUC SPECIALE SOINS DOMICILE,CEM GUY TARDIEU,45300,DADONVILLE,045,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-02,18
0451643S,S EDUC SPECIALE SOINS DOMICILE,LES PAPILLONS BLANCS,45300,PITHIVIERS,045,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-02,18
0451644T,S EDUC SPECIALE SOINS DOMICILE,,45770,SARAN,045,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-02,18
0451672Y,S EDUC SPECIALE SOINS DOMICILE,S.S.I.A.D. LE LEVAIN,45160,OLIVET,045,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-07,18
0471019C,SESSAD FORMA.PRO,,47000,AGEN,047,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-05,04
0492262T,S EDUC SPECIALE SOINS DOMICILE,LES OLIVIERS,49000,ANGERS,049,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-99,17
0492273E,S EDUC SPEC SOINS A DOM AAPEI,MARGUERITE YOURCENAR,49000,ANGERS,049,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,24-Nov-92,17
0492272D,S EDUC SPECIALE SOINS DOMICILE,ADAPEI CHOLET,49300,CHOLET,049,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,10-Jun-91,17
0492277J,S EDUC SPECIALE SOINS DOMICILE,LA TREMBLAIE,49280,ST LEGER SOUS CHOLET,049,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,23-Mar-95,17
0492308T,S EDUC SPEC SOINS DOMIC DI-TC,INTEGRATION SCOLAIRE,49000,ANGERS,049,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-01,17
0492309U,INSTITUT MONTECLAIR,,49000,ANGERS,049,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-01,17
0492356V,S EDUC SPECIALE SOINS DOMICILE,BAGNEUX,49400,SAUMUR,049,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Jan-07,17
0492377T,S EDUC SPECIALE SOINS DOMICILE,,49700,DOUE EN ANJOU,049,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,19-Oct-09,17
0492382Y,S EDUC SPECIALE SOINS DOMICILE,LE GRACALOU,49080,BOUCHEMAINE,049,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,5-Jan-10,17
0492426W,S EDUC SPECIALE SOINS DOMICILE,DU SAUMUROIS,49400,SAUMUR,049,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Mar-10,17
0501942P,S EDUC SPECIALE SOINS DOMICILE,DE L AJD LA TREMBLAYE,50180,AGNEAUX,050,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Jun-02,05
0512075D,S EDUC SPECIALE SOINS DOMICILE,ASSOCIATION ANAIS,51100,REIMS,051,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,15-Mar-03,19
0512142B,S EDUC SPECIALE SOINS DOMICILE,GALILEE,51100,REIMS,051,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,15-Oct-10,19
0512062P,S EDUC SPECIALE SOINS DOMICILE,LE SOLEIL LEVANT,51100,REIMS,051,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-01,19
0512060M,S EDUC SPECIALE SOINS DOMICILE,APEI D'EPERNAY,51200,EPERNAY,051,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-01,19
0512061N,S EDUC SPECIALE SOINS DOMICILE,I.M.C VAL DE MURIGNY,51100,REIMS,051,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-01,19
0512101G,S EDUC SPECIALE SOINS DOMICILE,ASSOCIATION PEP,51200,EPERNAY,051,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-06,19
0512104K,S EDUC SPECIALE SOINS DOMICILE,THALIE ET PEGASE,51600,SUIPPES,051,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-06,19
0512109R,S EDUC SPECIALE SOINS DOMICILE,CAP INTEGRATION MARNE,51100,REIMS,051,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Mar-07,19
0512124G,S EDUC SPECIALE SOINS DOMICILE,REIMS NORD,51100,REIMS,051,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,18-Jan-10,19
0521118H,S EDUC SPECIALE SOINS DOMICILE,TSL,52000,CHAUMONT,052,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-10,19
0521094G,S EDUC SPECIALE SOINS DOMICILE,CHATEAU RENARD,52400,BOURBONNE LES BAINS,052,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-01,19
0521098L,S EDUC SPECIALE SOINS DOMICILE,IME MONTIER EN DER,52220,LA PORTE DU DER,052,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Jan-90,19
0521100N,SESSAD,PIERRE LOUCHET,52140,VAL DE MEUSE,052,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-01,19
0530986J,S EDUC SPECIALE SOINS DOMICILE,,53000,LAVAL,053,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-01,17
0530989M,S EDUC SPECIALE SOINS DOMICILE,,53100,MAYENNE,053,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-01,17
0531016S,S EDUC SPECIALE SOINS DOMICILE,,53000,LAVAL,053,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,10-Jun-09,17
0542424S,SESSAD,,54140,JARVILLE LA MALGRANGE,054,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,21-Sep-93,12
0542426U,SSEFIS,,54140,JARVILLE LA MALGRANGE,054,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,24-Jun-85,12
0542430Y,SAAAIS DE L'INSTITUT,DES JEUNES AVEUGLES,54000,NANCY,054,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-May-87,12
0542434C,SESSAD DE L'AEIM DE VILLERS,ANTENNE DE TRIEUX,54750,TRIEUX,054,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Oct-00,12
0542441K,ACC. JOUR EDUC SCOL EX DISMO,LAXOU,54520,LAXOU,054,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-02,12
0542442L,RES. EDUC. DE MEURT. ET  MOSEL,LAXOU,54520,LAXOU,054,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-02,12
0561830K,SERV EDUC SPEC SOINS DOMICILE,DU GITE,56000,VANNES,056,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Jan-02,14
0561825E,SERV EDUC SPEC SOINS DOMICILE,FANDGUELIN,56220,ST JACUT LES PINS,056,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-94,14
0561818X,SERV EDUC SPEC SOINS DOMICILE,DU SCORFF,56600,LANESTER,056,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,26-May-93,14
0573633P,S EDUC SPECIALE SOINS DOMICILE,DIEUZE,57260,DIEUZE,057,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Jan-86,12
0573634R,S EDUC SPECIALE SOINS DOMICILE,APF FREYMING,57800,FREYMING MERLEBACH,057,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-90,12
0573638V,S EDUC SPECIALE SOINS DOMICILE,SARREBOURG,57400,SARREBOURG,057,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Jan-95,12
0573639W,S EDUC SPECIALE SOINS DOMICILE,HIMMELSBERG,57200,SARREGUEMINES,057,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Oct-96,12
0573640X,S EDUC SPECIALE SOINS DOMICILE,APF THIONVILLE,57100,THIONVILLE,057,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-90,12
0573652K,S EDUC SPECIALE SOINS DOMICILE,AFAEDAM,57070,METZ,057,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,5-Nov-62,12
0573645C,S EDUC SPECIALE SOINS DOMICILE,AUDIO-VISUELS THIONVILLE,57100,THIONVILLE,057,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-90,12
0573648F,S EDUC SPECIALE SOINS DOMICILE,APF METZ,57070,METZ,057,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-90,12
0573649G,S EDUC SPECIALE SOINS DOMICILE,DEFICIENTS AUDITIFS / IES METZ,57000,METZ,057,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-90,12
0573650H,S EDUC SPECIALE SOINS DOMICILE,DEFICIENTS VISUELS/IES METZ,57000,METZ,057,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-90,12
0573651J,S EDUC SPECIALE SOINS DOMICILE,TRISOMIQUES CMPP METZ,57000,METZ,057,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Nov-91,12
0573722L,S EDUC SPECIALE SOINS DOMICILE,APEI DE THIONVILLE,57100,THIONVILLE,057,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Dec-04,12
0580992N,S EDUC SPECIAL SOINS DOMICILE,POUR DEFICIENTS VISUELS DE LA,58000,NEVERS,058,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,3-Apr-09,07
0580993P,S EDUC SPECIALE SOINS DOMICILE,ANTENNE DE SESSAD HORIZON 58,58660,COULANGES LES NEVERS,058,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,2-Sep-14,07
0580947P,SERV.EDUC.SPEC.SOINS A DOMICIL,HORIZON 58,58500,CLAMECY,058,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-02,07
0580953W,SERV.EDUC.SPEC.SOINS A DOMICIL,CHRYSALIGUE,58000,NEVERS,058,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-02,07
0595859Y,SERV EDUC SPEC SOINS DOMICILE,ECOLE A LA MAISON,59200,TOURCOING,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-89,09
0596258G,SERV EDUC SPEC SOINS DOMICILE,S.A.A.A.I.S. DE L'ERDV DE LOOS,59120,LOOS,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-95,09
0596260J,SERV EDUC SPEC SOINS DOMICILE,LE RECUEIL,59650,VILLENEUVE D ASCQ,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-95,09
0596396G,SERV EDUC SPEC SOINS DOMICILE,SESSAD DE L'IME DE TRELON,59610,FOURMIES,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-98,09
0596395F,SERV EDUC SPEC SOINS DOMICILE,SESSAD DE SECLIN,59113,SECLIN,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-98,09
0596311P,SERV EDUC SPEC SOINS DOMICILE,SESSAD SAMO DE DUNKERQUE,59640,DUNKERQUE,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-96,09
0596369C,SERV EDUC SPEC SOINS DOMICILE,GRAIN DE SEL,59190,HAZEBROUCK,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-97,09
0596379N,SERV EDUC SPEC SOINS DOMICILE,LE TAQUIN,59500,DOUAI,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-97,09
0596380P,SERV EDUC SPEC SOINS DOMICILE,NICOLE PRIEM IME LA SOURCE,59600,MAUBEUGE,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-97,09
0596508D,SERV EDUC SPEC SOINS DOMICILE,S.E.S.S.A.D,59700,MARCQ EN BAROEUL,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-01,09
0596437B,SERV EDUC SPEC SOINS DOMICILE,SESSAD DE L'APF DE LAMBERSART,59130,LAMBERSART,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-99,09
0596438C,SERV EDUC SPEC SOINS DOMICILE,ANAJI ARMENTIERES,59280,ARMENTIERES,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-99,09
0596534G,SERV EDUC SPEC SOINS DOMICILE,SESSAD DE L'IME DE CAMBRAI,59400,CAMBRAI,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Jan-94,09
0596553C,SERV EDUC SPEC SOINS DOMICILE,SSEFIS DU CRESDA,59710,PONT A MARCQ,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Jun-94,09
0596550Z,SERV EDUC SPEC SOINS DOMICILE,APF DE VALENCIENNES,59300,VALENCIENNES,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-95,09
0596551A,SERV EDUC SPEC SOINS DOMICILE,ALBATROS,59820,GRAVELINES,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Oct-95,09
0596552B,SERV EDUC SPEC SOINS DOMICILE,SAFEP DU CRESDA,59710,PONT A MARCQ,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Jan-94,09
0596573Z,SERV EDUC SPEC SOINS DOMICILE,DE LA ROSERAIE,59000,LILLE,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Dec-93,09
0596490J,SERV EDUC SPEC SOINS DOMICILE,S.A.P.A.D-E.M.A,59000,LILLE,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-01,09
0596575B,SERV EDUC SPEC SOINS DOMICILE,DE L'IEM DE ROUBAIX,59100,ROUBAIX,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,15-Nov-94,09
0596588R,SERV EDUC SPEC SOINS DOMICILE,ANNICK DUCORNET,59210,COUDEKERQUE BRANCHE,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Jan-95,09
0596584L,SERV EDUC SPEC SOINS DOMICILE,SESSAD DE L'IME LE BOIS FLEURI,59360,LE CATEAU CAMBRESIS,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,2-Jan-95,09
0596600D,SERV EDUC SPEC SOINS DOMICILE,GUY DEBEYRE,59600,MAUBEUGE,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,15-Mar-95,09
0596565R,SERV EDUC SPEC SOINS DOMICILE,APF DE LAMBERSART,59130,LAMBERSART,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Jan-76,09
0596567T,SERV EDUC SPEC SOINS DOMICILE,IME L'EVEIL,59120,LOOS,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,13-Jan-78,09
0596568U,SERV EDUC SPEC SOINS DOMICILE,LA RHONELLE,59770,MARLY,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,21-Jun-74,09
0596697J,SERV EDUC SPEC SOINS DOMICILE,DE LINSELLES,59126,LINSELLES,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-04,09
0596717F,SERV EDUC SPEC SOINS DOMICILE,MOULINS (IME DU PARC BARBIEUX),59000,LILLE,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Nov-04,09
0596718G,SERV EDUC SPEC SOINS DOMICILE,SESSAD DE L'IMPRO DU CHEMIN VE,59000,LILLE,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Oct-04,09
0596723M,SERV EDUC SPEC SOINS DOMICILE,SESSAD L'ESCALE AFEJI,59280,ARMENTIERES,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,6-Jul-00,09
0596721K,SERV EDUC SPEC SOINS DOMICILE,SESSD D'AVESNELLES,59440,AVESNELLES,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,7-Jul-04,09
0596722L,SERV EDUC SPEC SOINS DOMICILE,SESAD DE L'ITEP DE CROIX,59100,ROUBAIX,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,7-Jul-04,09
0596725P,SERV EDUC SPEC SOINS DOMICILE,SESSAD METROPOLE LILLOISE,59000,LILLE,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,6-Oct-00,09
0596728T,SERV EDUC SPEC SOINS DOMICILE,SESSADO DE ROUBAIX,59100,ROUBAIX,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-05,09
0596841R,SERV EDUC SPEC SOINS DOMICILE,LE CHEMIN,59500,DOUAI,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-08,09
0596788H,SERV EDUC SPEC SOINS DOMICILE,LES PETITS PAS,59200,TOURCOING,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-05,09
0596813K,SERV EDUC SPEC SOINS DOMICILE,SESSAD LEBOVICI,59000,LILLE,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,16-Mar-07,09
0596929L,SERV EDUC SPEC SOINS DOMICILE,ITEP DIDIER MOTTE,59152,TRESSIN,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-11,09
0596930M,SERV EDUC SPEC SOINS DOMICILE,DE L'ESCAUT,59690,VIEUX CONDE,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-11,09
0596931N,SERV EDUC SPEC SOINS DOMICILE,ALISSA,59494,AUBRY DU HAINAUT,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,2-Jan-12,09
0596844U,SERV EDUC SPEC SOINS DOMICILE,SESAPI,59200,TOURCOING,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,7-Nov-07,09
0596966B,SERV EDUC SPEC SOINS DOMICILE,LA CORDEE,59000,LILLE,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,19-Nov-12,09
0596911S,SERV EDUC SPEC SOINS DOMICILE,TSL JACQUES COLLACHE,59210,COUDEKERQUE BRANCHE,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-10,09
0597016F,SERV EDUC SPEC SOINS DOMICILE,IME LINO VENTURA,59160,LILLE,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-14,09
0597018H,SERV EDUC SPEC SOINS DOMICILE,SESSAD JACQUES PAULY ALEFPA,59400,CAMBRAI,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-14,09
0597034A,SERV EDUC SPEC SOINS DOMICILE,DE SAINT SAULVE,59880,ST SAULVE,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Mar-16,09
0597053W,SERV EDUC SPEC SOINS DOMICILE,ECLA,59100,ROUBAIX,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-07,09
0597054X,SERV EDUC SPEC SOINS DOMICILE,DISPOSITIF D2IS,59200,TOURCOING,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Dec-16,09
0597079Z,SERV EDUC SPEC SOINS DOMICILE,DE L'ITEP GUSTAVE DRON,59200,TOURCOING,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,31-Dec-96,09
0597078Y,SERV EDUC SPEC SOINS DOMICILE,DE L'IEM LA MARELLE DE ROUBAIX,59100,ROUBAIX,059,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,29-Nov-82,09
0602039R,S. EDUC SPECIALE SOINS DOMICIL,SAIDV,60600,AGNETZ,060,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-99,20
0602053F,SERVICE SOUTIEN SPEC INTEGRATI,,60000,BEAUVAIS,060,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-00,20
0602058L,S EDUC SPECIALE SOINS DOMICILE,ADAPEI LE TIPI,60200,COMPIEGNE,060,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-00,20
0602056J,S EDUC SPECIALE SOINS DOMICILE,SESSAD ADSEAO,60000,BEAUVAIS,060,290,SESSD,SERV.EDUC.SPECIALE ET SOINS A DOMICILE,SANTE ET SOLIDARITE NATIONALE,1-Sep-00,20
